선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
로하스,좌익수,0.267,19,15,4,4,0,0,2,3,0,4,7,0,0,0,0,0.421,0.667,1.088,4,KT,2,0,1,0.457,0.322,3.8739999999999997
장성우,포수,0.265,99,83,10,22,4,0,5,20,0,15,21,3,0,0,1,0.374,0.494,0.868,4,KT,13,4,0,1.021,0.277,16.002
오재일,1루수,0.246,79,69,8,17,4,0,1,7,1,7,25,2,0,0,2,0.316,0.348,0.664,4,KT,12,0,0,-0.78,0.25,8.16
장성우,포수,0.389,112,95,11,37,5,0,3,15,0,16,14,1,0,0,1,0.473,0.537,1.01,5,KT,29,4,0,1.021,0.277,23.248
김민혁,좌익수,0.306,44,36,4,11,2,0,0,5,0,7,6,1,1,0,1,0.409,0.361,0.77,5,KT,9,2,0,-0.052,0.291,6.292
문상철,1루수,0.227,52,44,7,10,1,0,3,8,0,7,10,1,0,0,1,0.327,0.455,0.782,5,KT,6,3,1,0.592,0.262,7.5
오재일,1루수,0.182,26,22,2,4,1,0,1,2,0,3,7,0,0,0,1,0.269,0.364,0.633,5,KT,2,0,0,-0.78,0.25,2.8739999999999997
황재균,3루수,0.174,24,23,3,4,1,0,0,3,0,1,5,2,0,0,0,0.208,0.217,0.425,5,KT,3,4,3,0.107,0.241,-0.1700000000000006
배정대,중견수,0.161,42,31,5,5,0,0,1,4,2,7,9,0,1,1,1,0.341,0.258,0.599,5,KT,4,8,5,-0.64,0.236,4.247999999999999
배정대,중견수,0.44,31,25,4,11,3,0,2,12,0,4,5,0,0,0,2,0.484,0.8,1.284,6,KT,6,8,5,-0.64,0.236,8.679999999999998
김민혁,좌익수,0.333,33,30,3,10,1,0,0,2,0,3,3,1,0,0,0,0.394,0.367,0.761,6,KT,9,2,0,-0.052,0.291,4.406
황재균,3루수,0.236,216,195,21,46,6,0,3,18,1,17,47,3,0,3,0,0.3,0.313,0.613,6,KT,37,4,3,0.107,0.241,18.243999999999996
오재일,1루수,0.0,11,9,0,0,0,0,0,0,0,2,5,0,0,0,0,0.182,0.0,0.182,6,KT,0,0,0,-0.78,0.25,-0.16999999999999993
김민혁,좌익수,0.417,24,24,2,10,1,1,0,0,0,0,6,0,0,0,0,0.417,0.542,0.959,7,KT,8,2,0,-0.052,0.291,4.812
문상철,1루수,0.364,12,11,3,4,0,0,1,3,0,1,2,0,0,0,0,0.417,0.636,1.053,7,KT,3,3,1,0.592,0.262,2.8539999999999996
김상수,유격수,0.286,32,28,2,8,2,0,1,4,1,0,10,1,0,2,1,0.3,0.464,0.764,7,KT,5,2,1,0.772,0.323,3.9599999999999995
황재균,3루수,0.254,65,63,9,16,6,0,1,5,0,2,9,1,0,0,0,0.277,0.397,0.674,7,KT,9,4,3,0.107,0.241,6.028
배정대,중견수,0.182,38,33,5,6,4,0,0,1,0,4,8,1,0,0,1,0.263,0.303,0.566,7,KT,2,8,5,-0.64,0.236,2.5860000000000003
장성우,포수,0.135,41,37,5,5,1,0,1,5,0,4,8,0,0,0,0,0.22,0.243,0.463,7,KT,3,4,0,1.021,0.277,2.7959999999999994
김상수,유격수,0.4,23,20,5,8,0,0,0,4,1,2,1,0,0,0,0,0.478,0.4,0.878,8,KT,8,2,1,0.772,0.323,3.9719999999999995
김민혁,좌익수,0.357,16,14,1,5,0,0,0,2,0,2,1,0,0,0,0,0.438,0.357,0.795,8,KT,5,2,0,-0.052,0.291,2.7220000000000004
배정대,중견수,0.333,27,24,7,8,3,0,0,5,0,3,4,1,0,0,0,0.407,0.458,0.865,8,KT,5,8,5,-0.64,0.236,3.677999999999999
정준영,좌익수,0.2,14,10,3,2,0,0,0,1,0,3,1,0,0,1,0,0.385,0.2,0.585,8,KT,2,0,0,0.283,0.083,1.332
배정대,중견수,0.333,16,12,2,4,1,0,0,1,1,1,2,0,0,2,0,0.429,0.417,0.846,9,KT,3,8,5,-0.64,0.236,2.0839999999999996
김상수,유격수,0.252,178,159,29,40,8,1,3,21,2,12,21,7,0,5,0,0.312,0.371,0.683,9,KT,28,2,1,0.772,0.323,16.651999999999997
정준영,좌익수,0.214,34,28,1,6,1,0,0,1,0,5,8,1,0,1,0,0.333,0.25,0.583,9,KT,5,0,0,0.283,0.083,2.5460000000000003
