선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
김헌곤,우익수,0.214,30,28,4,6,2,0,1,5,0,1,8,1,0,1,0,0.241,0.393,0.634,7,삼성,3,3,2,-0.013,0.288,2.2460000000000004
김현준,중견수,0.0,15,13,1,0,0,0,0,1,0,1,7,1,0,0,1,0.067,0.0,0.067,7,삼성,0,0,0,0.633,0.214,-0.8860000000000002
이성규,우익수,0.4,27,20,4,8,1,0,2,5,1,5,5,0,0,1,0,0.538,0.75,1.288,8,삼성,5,8,2,0.588,0.294,7.8599999999999985
김현준,중견수,0.348,26,23,5,8,2,0,0,0,1,2,5,1,0,0,0,0.423,0.435,0.858,8,삼성,6,0,0,0.633,0.214,3.6999999999999984
윤정빈,우익수,0.333,22,21,2,7,0,0,0,2,1,0,8,0,0,0,0,0.364,0.333,0.697,8,삼성,7,1,2,0.025,0.211,2.055999999999999
강민호,포수,0.286,39,28,5,8,2,1,1,6,3,7,2,1,0,0,1,0.462,0.536,0.998,8,삼성,4,2,0,0.726,0.314,7.864000000000001
김헌곤,우익수,0.233,31,30,5,7,0,0,1,1,1,0,7,0,0,0,0,0.258,0.333,0.591,8,삼성,6,3,2,-0.013,0.288,2.554
류지혁,2루수,0.214,20,14,5,3,0,0,1,2,1,4,6,0,0,1,0,0.421,0.429,0.85,8,삼성,2,7,4,0.277,0.313,3.122
안주형,2루수,0.154,15,13,2,2,0,0,0,0,0,1,4,1,0,1,0,0.214,0.154,0.368,8,삼성,2,4,1,-0.34,0.211,0.38799999999999985
김헌곤,우익수,0.381,22,21,1,8,1,0,0,2,0,1,3,0,0,0,0,0.409,0.429,0.838,9,삼성,7,3,2,-0.013,0.288,3.266
김지찬,중견수,0.381,25,21,6,8,0,0,1,2,0,4,1,1,0,0,0,0.48,0.524,1.004,9,삼성,7,27,2,0.677,0.238,8.972
안주형,2루수,0.231,47,39,6,9,0,0,0,3,0,3,8,2,0,5,0,0.286,0.231,0.517,9,삼성,9,4,1,-0.34,0.211,2.6159999999999988
김영웅,3루수,0.214,31,28,3,6,0,0,2,6,0,3,10,1,0,0,0,0.29,0.429,0.719,9,삼성,4,9,1,-0.308,0.298,4.7700000000000005
김현준,중견수,0.167,21,18,1,3,0,0,0,2,1,1,6,0,0,0,1,0.238,0.167,0.405,9,삼성,3,0,0,0.633,0.214,1.1520000000000001
이성규,우익수,0.087,25,23,2,2,1,0,0,0,0,2,12,1,0,0,0,0.16,0.13,0.29,9,삼성,1,8,2,0.588,0.294,0.34399999999999953
