선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
김혜성,2루수,0.343,335,297,55,102,19,3,9,50,4,31,23,6,1,0,3,0.409,0.519,0.928,3,키움,71,24,5,1.46,0.415,60.94599999999999
송성문,3루수,0.394,148,127,21,50,6,2,4,30,0,19,13,0,1,0,2,0.466,0.567,1.033,4,키움,38,9,0,0.868,0.387,32.855999999999995
송성문,3루수,0.394,148,127,21,50,6,2,4,30,0,19,13,0,1,0,2,0.466,0.567,1.033,4,키움,38,9,0,0.36,0.387,32.855999999999995
송성문,3루수,0.394,148,127,21,50,6,2,4,30,0,19,13,0,1,0,2,0.466,0.567,1.033,4,키움,38,9,0,-0.237,0.387,32.855999999999995
김혜성,2루수,0.333,50,42,7,14,0,0,1,8,0,6,8,0,1,0,2,0.4,0.405,0.805,4,키움,13,24,5,1.46,0.415,10.766000000000002
이주형,중견수,0.225,89,80,11,18,2,0,3,14,1,8,28,0,1,0,0,0.303,0.363,0.666,4,키움,13,0,0,0.18,0.266,9.426
이주형,중견수,0.225,89,80,11,18,2,0,3,14,1,8,28,0,1,0,0,0.303,0.363,0.666,4,키움,13,0,0,-0.055,0.266,9.426
이주형,중견수,0.225,89,80,11,18,2,0,3,14,1,8,28,0,1,0,0,0.303,0.363,0.666,4,키움,13,0,0,-0.163,0.266,9.426
최주환,1루수,0.207,151,135,14,28,4,0,4,20,2,13,29,5,2,0,1,0.285,0.326,0.611,4,키움,20,0,1,-0.087,0.257,11.898000000000001
변상권,중견수,0.308,28,26,2,8,0,0,1,6,1,0,5,1,0,0,1,0.321,0.423,0.744,5,키움,7,0,0,0.281,0.192,3.619999999999999
변상권,중견수,0.308,28,26,2,8,0,0,1,6,1,0,5,1,0,0,1,0.321,0.423,0.744,5,키움,7,0,0,0.189,0.192,3.619999999999999
최주환,1루수,0.285,178,158,15,45,9,0,4,32,2,14,29,4,0,0,4,0.343,0.418,0.761,5,키움,32,0,1,-0.087,0.257,22.958000000000002
고영우,3루수,0.25,49,44,1,11,2,1,0,12,0,3,6,1,0,0,2,0.286,0.341,0.627,5,키움,8,0,0,0.084,0.34,4.852
고영우,3루수,0.25,49,44,1,11,2,1,0,12,0,3,6,1,0,0,2,0.286,0.341,0.627,5,키움,8,0,0,-0.129,0.34,4.852
고영우,3루수,0.25,49,44,1,11,2,1,0,12,0,3,6,1,0,0,2,0.286,0.341,0.627,5,키움,8,0,0,-0.64,0.34,4.852
송성문,3루수,0.158,20,19,1,3,0,0,0,1,0,1,2,0,0,0,0,0.2,0.158,0.358,5,키움,3,9,0,0.868,0.387,2.004
송성문,3루수,0.158,20,19,1,3,0,0,0,1,0,1,2,0,0,0,0,0.2,0.158,0.358,5,키움,3,9,0,0.36,0.387,2.004
송성문,3루수,0.158,20,19,1,3,0,0,0,1,0,1,2,0,0,0,0,0.2,0.158,0.358,5,키움,3,9,0,-0.237,0.387,2.004
김건희,포수,0.1,11,10,0,1,0,0,0,0,0,1,7,1,0,0,0,0.182,0.1,0.282,5,키움,1,0,0,0.108,0.333,-0.3959999999999999
송성문,3루수,0.469,41,32,8,15,3,0,3,10,1,5,6,0,0,0,3,0.512,0.844,1.356,6,키움,9,9,0,0.868,0.387,14.171999999999997
송성문,3루수,0.469,41,32,8,15,3,0,3,10,1,5,6,0,0,0,3,0.512,0.844,1.356,6,키움,9,9,0,0.36,0.387,14.171999999999997
송성문,3루수,0.469,41,32,8,15,3,0,3,10,1,5,6,0,0,0,3,0.512,0.844,1.356,6,키움,9,9,0,-0.237,0.387,14.171999999999997
고영우,3루수,0.353,63,51,5,18,3,0,0,4,0,10,8,3,0,1,1,0.452,0.412,0.864,6,키움,15,0,0,0.084,0.34,9.325999999999999
고영우,3루수,0.353,63,51,5,18,3,0,0,4,0,10,8,3,0,1,1,0.452,0.412,0.864,6,키움,15,0,0,-0.129,0.34,9.325999999999999
고영우,3루수,0.353,63,51,5,18,3,0,0,4,0,10,8,3,0,1,1,0.452,0.412,0.864,6,키움,15,0,0,-0.64,0.34,9.325999999999999
이용규,좌익수,0.273,37,33,3,9,1,0,0,2,1,2,7,2,0,1,0,0.333,0.303,0.636,6,키움,8,2,2,0.117,0.182,2.5440000000000005
이용규,좌익수,0.273,37,33,3,9,1,0,0,2,1,2,7,2,0,1,0,0.333,0.303,0.636,6,키움,8,2,2,-0.076,0.182,2.5440000000000005
이용규,좌익수,0.273,37,33,3,9,1,0,0,2,1,2,7,2,0,1,0,0.333,0.303,0.636,6,키움,8,2,2,-0.113,0.182,2.5440000000000005
변상권,중견수,0.265,38,34,4,9,0,0,1,5,0,4,7,1,0,0,0,0.342,0.353,0.695,6,키움,8,0,0,0.281,0.192,4.124
변상권,중견수,0.265,38,34,4,9,0,0,1,5,0,4,7,1,0,0,0,0.342,0.353,0.695,6,키움,8,0,0,0.189,0.192,4.124
최주환,1루수,0.182,23,22,1,4,1,0,0,0,0,1,6,0,0,0,0,0.217,0.227,0.444,6,키움,3,0,1,-0.087,0.257,0.5719999999999996
김건희,포수,0.133,16,15,0,2,0,0,0,3,0,0,6,1,0,0,1,0.125,0.133,0.258,6,키움,2,0,0,0.108,0.333,-0.21800000000000008
이용규,좌익수,0.375,21,16,4,6,0,1,0,3,0,5,2,0,0,0,0,0.524,0.5,1.024,7,키움,5,2,2,0.117,0.182,4.044000000000001
이용규,좌익수,0.375,21,16,4,6,0,1,0,3,0,5,2,0,0,0,0,0.524,0.5,1.024,7,키움,5,2,2,-0.076,0.182,4.044000000000001
이용규,좌익수,0.375,21,16,4,6,0,1,0,3,0,5,2,0,0,0,0,0.524,0.5,1.024,7,키움,5,2,2,-0.113,0.182,4.044000000000001
변상권,중견수,0.293,45,41,2,12,1,0,1,2,0,4,10,1,0,0,0,0.356,0.39,0.746,7,키움,10,0,0,0.281,0.192,5.46
변상권,중견수,0.293,45,41,2,12,1,0,1,2,0,4,10,1,0,0,0,0.356,0.39,0.746,7,키움,10,0,0,0.189,0.192,5.46
고영우,3루수,0.281,35,32,4,9,2,0,0,0,0,3,9,0,0,0,0,0.343,0.344,0.687,7,키움,7,0,0,0.084,0.34,3.817999999999999
고영우,3루수,0.281,35,32,4,9,2,0,0,0,0,3,9,0,0,0,0,0.343,0.344,0.687,7,키움,7,0,0,-0.129,0.34,3.817999999999999
고영우,3루수,0.281,35,32,4,9,2,0,0,0,0,3,9,0,0,0,0,0.343,0.344,0.687,7,키움,7,0,0,-0.64,0.34,3.817999999999999
김건희,포수,0.273,34,33,4,9,3,0,0,2,0,1,13,2,0,0,0,0.294,0.364,0.658,7,키움,6,0,0,0.108,0.333,2.4959999999999996
임병욱,중견수,0.263,20,19,3,5,0,0,0,2,0,1,6,1,0,0,0,0.3,0.263,0.563,7,키움,5,1,0,0.042,0.4,1.3419999999999996
임병욱,중견수,0.263,20,19,3,5,0,0,0,2,0,1,6,1,0,0,0,0.3,0.263,0.563,7,키움,5,1,0,-0.047,0.4,1.3419999999999996
임병욱,중견수,0.263,20,19,3,5,0,0,0,2,0,1,6,1,0,0,0,0.3,0.263,0.563,7,키움,5,1,0,-0.057,0.4,1.3419999999999996
주성원,우익수,0.217,24,23,3,5,0,0,0,3,0,1,6,2,0,0,0,0.25,0.217,0.467,7,키움,5,0,0,0.037,0.231,0.4319999999999997
주성원,우익수,0.217,24,23,3,5,0,0,0,3,0,1,6,2,0,0,0,0.25,0.217,0.467,7,키움,5,0,0,-0.029,0.231,0.4319999999999997
김재현,포수,0.173,60,52,0,9,1,0,0,5,0,4,11,1,0,3,1,0.228,0.192,0.42,7,키움,8,0,1,0.631,0.234,1.9220000000000002
김태진,3루수,0.158,19,19,4,3,0,0,0,2,0,0,2,0,0,0,0,0.158,0.158,0.316,7,키움,3,0,0,0.726,0.241,0.043999999999999984
김태진,3루수,0.158,19,19,4,3,0,0,0,2,0,0,2,0,0,0,0,0.158,0.158,0.316,7,키움,3,0,0,0.16,0.241,0.043999999999999984
김태진,3루수,0.158,19,19,4,3,0,0,0,2,0,0,2,0,0,0,0,0.158,0.158,0.316,7,키움,3,0,0,0.043,0.241,0.043999999999999984
김태진,3루수,0.158,19,19,4,3,0,0,0,2,0,0,2,0,0,0,0,0.158,0.158,0.316,7,키움,3,0,0,-0.031,0.241,0.043999999999999984
송성문,3루수,0.15,24,20,1,3,0,0,1,3,0,3,5,1,0,0,1,0.25,0.3,0.55,7,키움,2,9,0,0.868,0.387,3.51
송성문,3루수,0.15,24,20,1,3,0,0,1,3,0,3,5,1,0,0,1,0.25,0.3,0.55,7,키움,2,9,0,0.36,0.387,3.51
송성문,3루수,0.15,24,20,1,3,0,0,1,3,0,3,5,1,0,0,1,0.25,0.3,0.55,7,키움,2,9,0,-0.237,0.387,3.51
임병욱,중견수,0.286,14,14,1,4,1,0,0,1,0,0,4,0,0,0,0,0.286,0.357,0.643,8,키움,3,1,0,0.042,0.4,1.468
임병욱,중견수,0.286,14,14,1,4,1,0,0,1,0,0,4,0,0,0,0,0.286,0.357,0.643,8,키움,3,1,0,-0.047,0.4,1.468
임병욱,중견수,0.286,14,14,1,4,1,0,0,1,0,0,4,0,0,0,0,0.286,0.357,0.643,8,키움,3,1,0,-0.057,0.4,1.468
김태진,3루수,0.281,69,64,9,18,2,1,0,4,0,4,9,0,0,1,0,0.324,0.344,0.668,8,키움,15,0,0,0.726,0.241,7.168
김태진,3루수,0.281,69,64,9,18,2,1,0,4,0,4,9,0,0,1,0,0.324,0.344,0.668,8,키움,15,0,0,0.16,0.241,7.168
김태진,3루수,0.281,69,64,9,18,2,1,0,4,0,4,9,0,0,1,0,0.324,0.344,0.668,8,키움,15,0,0,0.043,0.241,7.168
김태진,3루수,0.281,69,64,9,18,2,1,0,4,0,4,9,0,0,1,0,0.324,0.344,0.668,8,키움,15,0,0,-0.031,0.241,7.168
김건희,포수,0.276,31,29,4,8,0,0,0,5,0,2,10,0,0,0,0,0.323,0.276,0.599,8,키움,8,0,0,0.108,0.333,2.7099999999999995
김재현,포수,0.267,149,131,17,35,6,0,0,13,7,6,26,5,0,4,1,0.331,0.313,0.644,8,키움,29,0,1,0.631,0.234,12.752
송성문,3루수,0.261,25,23,4,6,0,0,2,5,0,2,1,0,0,0,0,0.32,0.522,0.842,8,키움,4,9,0,0.868,0.387,5.642
송성문,3루수,0.261,25,23,4,6,0,0,2,5,0,2,1,0,0,0,0,0.32,0.522,0.842,8,키움,4,9,0,0.36,0.387,5.642
송성문,3루수,0.261,25,23,4,6,0,0,2,5,0,2,1,0,0,0,0,0.32,0.522,0.842,8,키움,4,9,0,-0.237,0.387,5.642
주성원,우익수,0.4,14,10,4,4,0,0,1,2,0,3,3,0,0,1,0,0.538,0.7,1.238,9,키움,3,0,0,0.037,0.231,3.436
주성원,우익수,0.4,14,10,4,4,0,0,1,2,0,3,3,0,0,1,0,0.538,0.7,1.238,9,키움,3,0,0,-0.029,0.231,3.436
임병욱,중견수,0.4,12,10,3,4,0,0,1,1,0,2,3,0,0,0,0,0.5,0.7,1.2,9,키움,3,1,0,0.042,0.4,3.236
임병욱,중견수,0.4,12,10,3,4,0,0,1,1,0,2,3,0,0,0,0,0.5,0.7,1.2,9,키움,3,1,0,-0.047,0.4,3.236
임병욱,중견수,0.4,12,10,3,4,0,0,1,1,0,2,3,0,0,0,0,0.5,0.7,1.2,9,키움,3,1,0,-0.057,0.4,3.236
이용규,좌익수,0.323,42,31,7,10,1,1,0,2,3,8,5,1,0,0,0,0.5,0.419,0.919,9,키움,8,2,2,0.117,0.182,6.919999999999999
이용규,좌익수,0.323,42,31,7,10,1,1,0,2,3,8,5,1,0,0,0,0.5,0.419,0.919,9,키움,8,2,2,-0.076,0.182,6.919999999999999
이용규,좌익수,0.323,42,31,7,10,1,1,0,2,3,8,5,1,0,0,0,0.5,0.419,0.919,9,키움,8,2,2,-0.113,0.182,6.919999999999999
고영우,3루수,0.32,28,25,3,8,2,1,0,7,0,2,8,0,0,1,0,0.37,0.48,0.85,9,키움,5,0,0,0.084,0.34,4.106000000000001
고영우,3루수,0.32,28,25,3,8,2,1,0,7,0,2,8,0,0,1,0,0.37,0.48,0.85,9,키움,5,0,0,-0.129,0.34,4.106000000000001
고영우,3루수,0.32,28,25,3,8,2,1,0,7,0,2,8,0,0,1,0,0.37,0.48,0.85,9,키움,5,0,0,-0.64,0.34,4.106000000000001
김건희,포수,0.278,23,18,5,5,1,0,1,4,0,5,3,0,0,0,0,0.435,0.5,0.935,9,키움,3,0,0,0.108,0.333,4.165999999999999
김재현,포수,0.25,40,36,6,9,2,0,0,5,1,0,9,0,0,1,2,0.256,0.306,0.562,9,키움,7,0,1,0.631,0.234,3.2379999999999987
김태진,3루수,0.238,23,21,2,5,3,0,0,0,0,0,1,0,0,2,0,0.238,0.381,0.619,9,키움,2,0,0,0.726,0.241,1.7920000000000003
김태진,3루수,0.238,23,21,2,5,3,0,0,0,0,0,1,0,0,2,0,0.238,0.381,0.619,9,키움,2,0,0,0.16,0.241,1.7920000000000003
김태진,3루수,0.238,23,21,2,5,3,0,0,0,0,0,1,0,0,2,0,0.238,0.381,0.619,9,키움,2,0,0,0.043,0.241,1.7920000000000003
김태진,3루수,0.238,23,21,2,5,3,0,0,0,0,0,1,0,0,2,0,0.238,0.381,0.619,9,키움,2,0,0,-0.031,0.241,1.7920000000000003
박수종,중견수,0.2,27,25,6,5,1,0,0,2,0,2,1,0,0,0,0,0.259,0.24,0.499,9,키움,4,1,0,-0.092,0.158,1.772
박수종,중견수,0.2,27,25,6,5,1,0,0,2,0,2,1,0,0,0,0,0.259,0.24,0.499,9,키움,4,1,0,-0.171,0.158,1.772
박수종,중견수,0.2,27,25,6,5,1,0,0,2,0,2,1,0,0,0,0,0.259,0.24,0.499,9,키움,4,1,0,-0.261,0.158,1.772
최주환,1루수,0.125,19,16,2,2,0,0,1,3,0,1,1,0,0,0,2,0.158,0.313,0.471,9,키움,1,0,1,-0.087,0.257,1.432
