선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
송성문,3루수,0.444,32,27,6,12,1,1,0,6,0,4,2,0,0,0,1,0.5,0.556,1.056,1,키움,10,8,0,0.922,0.383,8.563999999999998
이주형,중견수,0.326,206,178,42,58,8,2,5,21,5,22,36,4,0,0,1,0.413,0.478,0.891,1,키움,43,0,0,0.081,0.284,33.52199999999999
이용규,좌익수,0.304,112,92,12,28,3,0,1,5,3,14,18,1,0,2,1,0.409,0.37,0.779,1,키움,24,2,1,0.016,0.179,15.595999999999998
김혜성,2루수,0.214,14,14,2,3,1,0,1,1,0,0,4,0,0,0,0,0.214,0.5,0.714,1,키움,1,22,4,1.022,0.425,4.318
고영우,3루수,0.115,28,26,3,3,0,0,0,2,0,2,11,0,0,0,0,0.179,0.115,0.294,1,키움,3,0,0,-0.695,0.357,0.02200000000000002
도슨,중견수,0.336,400,360,68,121,31,2,11,52,6,33,52,9,0,0,1,0.4,0.525,0.925,2,키움,77,2,2,0.144,0.324,66.834
송성문,3루수,0.222,19,18,1,4,0,0,1,1,0,1,4,0,0,0,0,0.263,0.389,0.652,2,키움,3,8,0,0.922,0.383,3.428
김혜성,2루수,0.343,335,297,55,102,19,3,9,50,4,31,23,6,1,0,3,0.409,0.519,0.928,3,키움,71,22,4,1.022,0.425,60.905999999999985
송성문,3루수,0.32,58,50,7,16,4,0,1,10,1,6,8,2,0,0,1,0.397,0.46,0.857,3,키움,11,8,0,0.922,0.383,10.145999999999997
김혜성,2루수,0.412,20,17,1,7,0,0,1,6,0,2,5,0,0,0,1,0.45,0.588,1.038,4,키움,6,22,4,1.022,0.425,7.229999999999998
송성문,3루수,0.394,148,127,21,50,6,2,4,30,0,19,13,0,1,0,2,0.466,0.567,1.033,4,키움,38,8,0,0.922,0.383,32.675999999999995
이주형,중견수,0.225,89,80,11,18,2,0,3,14,1,8,28,0,1,0,0,0.303,0.363,0.666,4,키움,13,0,0,0.081,0.284,9.426
최주환,1루수,0.206,140,126,14,26,4,0,4,17,2,11,27,5,1,0,1,0.279,0.333,0.612,4,키움,18,0,1,-0.285,0.235,10.953999999999997
고영우,3루수,0.265,39,34,1,9,1,0,0,8,0,3,4,0,0,0,2,0.308,0.294,0.602,5,키움,8,0,0,-0.695,0.357,4.198
최주환,1루수,0.264,159,144,11,38,8,0,2,24,1,10,27,4,0,0,4,0.308,0.361,0.669,5,키움,28,0,1,-0.285,0.235,16.303999999999995
송성문,3루수,0.158,20,19,1,3,0,0,0,1,0,1,2,0,0,0,0,0.2,0.158,0.358,5,키움,3,8,0,0.922,0.383,1.8240000000000005
이형종,우익수,0.143,40,35,7,5,2,0,2,7,0,5,11,0,0,0,0,0.25,0.371,0.621,5,키움,1,1,0,-0.123,0.375,3.912
김건희,포수,0.1,11,10,0,1,0,0,0,0,0,1,7,1,0,0,0,0.182,0.1,0.282,5,키움,1,0,0,0.202,0.345,-0.3959999999999999
송성문,3루수,0.469,41,32,8,15,3,0,3,10,1,5,6,0,0,0,3,0.512,0.844,1.356,6,키움,9,8,0,0.922,0.383,13.991999999999997
고영우,3루수,0.383,57,47,4,18,3,0,0,3,0,9,6,3,0,1,0,0.482,0.447,0.929,6,키움,15,0,0,-0.695,0.357,8.992
이형종,우익수,0.256,51,39,12,10,1,0,2,7,1,11,8,0,0,0,0,0.431,0.436,0.867,6,키움,7,1,0,-0.123,0.375,8.685999999999998
최주환,1루수,0.211,20,19,1,4,1,0,0,0,0,1,4,0,0,0,0,0.25,0.263,0.513,6,키움,3,0,1,-0.285,0.235,0.8579999999999998
이용규,좌익수,0.16,28,25,1,4,0,0,0,2,0,2,7,1,0,1,0,0.222,0.16,0.382,6,키움,4,2,1,0.016,0.179,0.4440000000000001
원성준,중견수,0.15,25,20,1,3,1,0,0,2,0,3,10,0,0,1,1,0.25,0.2,0.45,6,키움,2,1,0,-0.328,0.182,1.7200000000000006
김건희,포수,0.133,16,15,0,2,0,0,0,3,0,0,6,1,0,0,1,0.125,0.133,0.258,6,키움,2,0,0,0.202,0.345,-0.21800000000000008
원성준,중견수,0.357,15,14,3,5,3,0,1,4,0,1,4,0,0,0,0,0.4,0.786,1.186,7,키움,1,1,0,-0.328,0.182,3.777999999999999
이용규,좌익수,0.333,16,12,2,4,0,1,0,1,0,4,1,0,0,0,0,0.5,0.5,1.0,7,키움,3,2,1,0.016,0.179,3.212000000000001
