선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
박성한,유격수,0.296,121,108,15,32,3,0,3,15,0,11,19,1,1,0,2,0.355,0.407,0.762,6,SSG,26,10,2,1.194,0.282,17.668
고명준,1루수,0.245,51,49,5,12,4,0,2,9,0,2,17,2,0,0,0,0.275,0.449,0.724,6,SSG,6,1,4,-0.016,0.313,4.1339999999999995
김민식,포수,0.176,21,17,0,3,0,0,0,1,0,3,7,0,0,1,0,0.3,0.176,0.476,6,SSG,3,0,0,-0.035,0.25,1.2440000000000002
김민식,포수,0.333,25,21,1,7,1,0,0,2,0,4,4,2,0,0,0,0.44,0.381,0.821,7,SSG,6,0,0,-0.035,0.25,3.048
고명준,1루수,0.297,134,128,14,38,6,0,3,16,0,6,29,2,0,0,0,0.328,0.414,0.742,7,SSG,29,1,4,-0.016,0.313,15.007999999999996
이지영,포수,0.282,42,39,6,11,2,1,1,7,0,2,5,1,0,0,1,0.31,0.462,0.772,7,SSG,7,5,1,1.191,0.234,6.119999999999999
한유섬,우익수,0.25,14,12,2,3,1,0,0,1,0,2,2,0,0,0,0,0.357,0.333,0.69,7,SSG,2,0,1,-0.621,0.275,1.2540000000000002
김성현,2루수,0.25,14,12,3,3,1,0,0,2,0,2,1,1,0,0,0,0.357,0.333,0.69,7,SSG,2,2,0,0.374,0.227,1.572
박성한,유격수,0.25,24,24,1,6,0,0,0,1,0,0,6,1,0,0,0,0.25,0.25,0.5,7,SSG,6,10,2,1.194,0.282,2.122
하재훈,좌익수,0.189,39,37,5,7,2,0,1,4,0,2,13,1,0,0,0,0.231,0.324,0.555,7,SSG,4,6,0,-1.874,0.18,3.4659999999999993
전의산,1루수,0.059,19,17,1,1,0,0,1,1,0,2,4,1,0,0,0,0.158,0.235,0.393,7,SSG,0,0,1,-0.288,0.0,-0.04200000000000004
정준재,2루수,0.333,22,21,3,7,1,0,0,0,0,1,4,1,0,0,0,0.364,0.381,0.745,8,SSG,6,7,4,0.267,0.259,2.3779999999999992
김성현,2루수,0.267,19,15,2,4,1,0,0,4,0,4,2,1,0,0,0,0.421,0.333,0.754,8,SSG,3,2,0,0.374,0.227,2.5639999999999996
김민식,포수,0.256,50,43,7,11,4,0,1,7,0,6,10,0,0,1,0,0.347,0.419,0.766,8,SSG,6,0,0,-0.035,0.25,6.439999999999999
하재훈,좌익수,0.255,52,47,4,12,4,0,0,5,0,3,9,1,0,0,2,0.288,0.34,0.628,8,SSG,8,6,0,-1.874,0.18,6.128000000000001
고명준,1루수,0.25,55,52,6,13,1,0,5,12,0,3,14,0,0,0,0,0.291,0.558,0.849,8,SSG,7,1,4,-0.016,0.313,7.717999999999998
이지영,포수,0.24,104,96,9,23,0,0,0,8,1,4,5,1,0,2,1,0.275,0.24,0.515,8,SSG,23,5,1,1.191,0.234,7.249999999999999
최지훈,중견수,0.357,15,14,1,5,0,1,0,0,0,1,2,0,0,0,0,0.4,0.5,0.9,9,SSG,4,30,5,-0.279,0.239,6.354
정준재,2루수,0.356,51,45,12,16,1,1,0,5,0,6,14,0,0,0,0,0.431,0.422,0.853,9,SSG,14,7,4,0.267,0.259,8.058000000000002
박지환,유격수,0.35,68,60,11,21,4,2,2,10,2,5,14,0,0,1,0,0.418,0.583,1.001,9,SSG,13,7,2,0.052,0.353,13.758
김성현,2루수,0.258,35,31,5,8,0,0,0,1,2,0,4,2,0,2,0,0.303,0.258,0.561,9,SSG,8,2,0,0.374,0.227,2.2780000000000005
하재훈,좌익수,0.1,12,10,1,1,0,0,0,1,0,1,4,0,0,0,1,0.167,0.1,0.267,9,SSG,1,6,0,-1.874,0.18,1.4480000000000004
