선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
김도영,3루수,0.444,40,36,7,16,1,0,4,10,0,3,6,0,0,0,1,0.475,0.806,1.281,1,KIA,11,29,3,0.343,0.33,15.781999999999998
소크라테스,좌익수,0.372,47,43,15,16,4,0,4,10,0,4,8,0,0,0,0,0.426,0.744,1.17,1,KIA,8,9,2,-1.18,0.356,12.485999999999999
김선빈,2루수,0.333,11,9,3,3,1,0,0,0,1,1,1,3,0,0,0,0.455,0.444,0.899,1,KIA,2,3,0,-0.029,0.286,1.2820000000000005
이창진,좌익수,0.286,25,21,2,6,0,0,0,1,1,3,5,1,0,0,0,0.4,0.286,0.686,1,KIA,6,3,1,-0.148,0.143,2.8200000000000003
박찬호,유격수,0.283,249,230,38,65,10,0,2,19,1,13,25,4,0,3,2,0.321,0.352,0.673,1,KIA,53,15,10,1.255,0.305,25.17
서건창,2루수,0.267,79,60,13,16,3,0,0,7,0,16,10,1,0,2,1,0.416,0.317,0.733,1,KIA,13,3,1,-0.34,0.306,10.36
박찬호,유격수,0.421,24,19,7,8,1,1,0,5,0,5,0,1,0,0,0,0.542,0.579,1.121,2,KIA,6,15,10,1.255,0.305,4.6
서건창,2루수,0.4,12,10,2,4,0,0,0,0,0,2,2,0,0,0,0,0.5,0.4,0.9,2,KIA,4,3,1,-0.34,0.306,2.3440000000000003
최원준,중견수,0.349,97,86,19,30,4,0,3,12,1,7,14,2,0,2,1,0.4,0.5,0.9,2,KIA,23,17,8,0.192,0.341,16.477999999999998
김선빈,2루수,0.345,31,29,4,10,2,0,2,6,0,2,4,0,0,0,0,0.387,0.621,1.008,2,KIA,6,3,0,-0.029,0.286,6.797999999999999
김도영,3루수,0.336,168,149,34,50,7,2,9,22,3,13,29,0,1,1,2,0.395,0.591,0.986,2,KIA,32,29,3,0.343,0.33,37.328
소크라테스,좌익수,0.304,55,46,9,14,3,0,3,12,1,8,10,0,0,0,0,0.418,0.565,0.983,2,KIA,8,9,2,-1.18,0.356,11.559999999999999
이창진,좌익수,0.293,56,41,11,12,4,0,0,4,1,12,6,2,0,1,1,0.455,0.39,0.845,2,KIA,8,3,1,-0.148,0.143,8.531999999999996
김도영,3루수,0.36,204,175,56,63,12,3,12,39,1,26,33,2,4,0,2,0.441,0.669,1.11,3,KIA,36,29,3,0.343,0.33,49.776
나성범,우익수,0.231,122,104,14,24,2,1,5,21,0,18,29,3,1,0,0,0.344,0.413,0.757,3,KIA,16,0,0,-0.363,0.288,15.168000000000003
소크라테스,좌익수,0.2,54,50,6,10,3,0,1,3,0,4,8,1,0,0,0,0.259,0.32,0.579,3,KIA,6,9,2,-1.18,0.356,4.906
나성범,우익수,0.195,46,41,2,8,3,0,0,2,0,4,17,1,0,0,0,0.267,0.268,0.535,4,KIA,5,0,0,-0.363,0.288,2.5439999999999996
나성범,우익수,0.389,100,90,12,35,11,0,6,30,0,6,17,2,0,0,4,0.41,0.711,1.121,5,KIA,18,0,0,-0.363,0.288,23.254
소크라테스,좌익수,0.278,135,126,16,35,5,1,5,23,0,8,18,2,1,0,1,0.319,0.452,0.771,5,KIA,24,9,2,-1.18,0.356,18.746000000000002
김선빈,2루수,0.214,17,14,2,3,0,0,1,4,0,3,1,0,0,0,0,0.353,0.429,0.782,5,KIA,2,3,0,-0.029,0.286,3.0020000000000002
소크라테스,좌익수,0.358,102,95,16,34,3,0,7,20,2,4,18,0,2,0,1,0.392,0.611,1.003,6,KIA,24,9,2,-1.18,0.356,21.816000000000003
김선빈,2루수,0.291,148,134,13,39,6,0,3,16,3,9,16,3,0,1,0,0.349,0.403,0.752,6,KIA,30,3,0,-0.029,0.286,18.511999999999997
이창진,좌익수,0.182,16,11,3,2,1,0,0,0,0,3,2,1,0,2,0,0.357,0.273,0.63,6,KIA,1,3,1,-0.148,0.143,1.3440000000000007
소크라테스,좌익수,0.357,19,14,5,5,1,0,1,2,0,5,3,2,0,0,0,0.526,0.643,1.169,7,KIA,3,9,2,-1.18,0.356,4.766
최원준,중견수,0.31,77,71,12,22,2,1,1,11,0,6,13,2,0,0,0,0.364,0.408,0.772,7,KIA,18,17,8,0.192,0.341,10.205999999999998
김선빈,2루수,0.29,80,69,9,20,1,0,0,5,1,9,5,3,0,1,0,0.38,0.304,0.684,7,KIA,19,3,0,-0.029,0.286,8.639999999999999
한준수,포수,0.286,23,21,2,6,1,0,0,0,1,1,3,0,1,0,0,0.348,0.333,0.681,7,KIA,5,0,0,0.201,0.268,2.4359999999999995
서건창,2루수,0.262,74,61,12,16,4,1,1,6,1,11,10,1,0,1,0,0.384,0.41,0.794,7,KIA,10,3,1,-0.34,0.306,10.2
변우혁,1루수,0.25,55,52,6,13,2,2,1,2,0,3,15,3,0,0,0,0.291,0.423,0.714,7,KIA,8,1,0,-0.162,0.28,5.419999999999998
이창진,좌익수,0.219,45,32,5,7,0,0,0,2,0,11,7,0,0,2,0,0.419,0.219,0.638,7,KIA,7,3,1,-0.148,0.143,5.234
한준수,포수,0.308,180,159,24,49,13,0,4,28,1,15,30,4,0,0,5,0.361,0.465,0.826,8,KIA,32,0,0,0.201,0.268,26.789999999999996
김태군,포수,0.261,176,157,18,41,5,0,5,24,6,7,16,10,0,6,0,0.318,0.389,0.707,8,KIA,31,0,0,0.879,0.255,16.691999999999997
